date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Jul 1, 2004",375 Th. €,England,1132,Burnley FC ,10007,-,Alan Moore,04/05,Ireland,3909,Shelbourne 
"Jul 1, 2001",Free transfer,England,641,Middlesbrough ,10007,-,Alan Moore,01/02,England,1132,Burnley FC 
"Jul 1, 1991",500 Th. €,England,349,Barnsley FC ,10007,-,Alan Moore,91/92,England,641,Middlesbrough 
"Jul 1, 2015",Free transfer,Northern Ireland,3463,Glenavon ,43923,75 Th. €,Eddie McCallion,15/16,,75,Unknown 
"Jul 1, 2012",Free transfer,Ireland,920,Derry City ,43923,75 Th. €,Eddie McCallion,12/13,Northern Ireland,3463,Glenavon 
"Aug 1, 1998",?,England,164,Blackburn ,43923,-,Eddie McCallion,98/99,Northern Ireland,920,Derry City 
"Jan 1, 2014",Free transfer,Ireland,1189,St. Patricks ,38106,-,Anthony Flood,13/14,Australia,860,Marconi Stallions 
"Jul 1, 2012",Free transfer,England,2793,Southend United ,38106,-,Anthony Flood,12/13,Ireland,1189,St. Patricks 
"Jan 1, 2012",Free transfer,Ireland,9211,Bohemians ,38106,-,Anthony Flood,11/12,England,2793,Southend United 
"Jan 1, 2011",Free transfer,Sweden,1056,Örebro SK ,38106,-,Anthony Flood,10/11,Ireland,9211,Bohemians 
"Jul 1, 2010",Free transfer,Ireland,9212,Galway United ,38106,-,Anthony Flood,10/11,Sweden,1056,Örebro SK 
"Jan 1, 2010",Free transfer,Ireland,3909,Shelbourne ,38106,-,Anthony Flood,09/10,Ireland,9212,Galway United 
"Jul 1, 2007",Free transfer,Ireland,1189,St. Patricks ,38106,-,Anthony Flood,07/08,Ireland,3909,Shelbourne 
"Jun 30, 2005",End of loan,Ireland,4273,Athlone Town ,38106,-,Anthony Flood,04/05,Ireland,1189,St. Patricks 
"Jan 1, 2005",Loan,Ireland,1189,St. Patricks ,38106,-,Anthony Flood,04/05,Ireland,4273,Athlone Town 
"Jul 1, 2016",Free transfer,Scotland,5751,Nairn County ,14750,-,Conor Gethins,16/17,Scotland,23613,Formartine 
"Jul 1, 2011",Free transfer,Scotland,3032,Peterhead FC ,14750,50 Th. €,Conor Gethins,11/12,Scotland,5751,Nairn County 
"Jan 1, 2010",?,Ireland,5568,Finn Harps ,14750,50 Th. €,Conor Gethins,09/10,Scotland,3032,Peterhead FC 
"Dec 1, 2006",End of loan,Ireland,9212,Galway United ,14750,50 Th. €,Conor Gethins,06/07,Ireland,5568,Finn Harps 
"Jul 1, 2006",Loan,Ireland,5568,Finn Harps ,14750,50 Th. €,Conor Gethins,06/07,Ireland,9212,Galway United 
