date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Jul 1, 2007",-,Croatia,41764,Dugopolje Jgd ,197032,-,Mijo Caktas,07/08,Croatia,41765,Dugopolje U17 
"Aug 31, 2015",Free transfer,Ukraine,8963,Shakhtar II ,204348,-,Dmytro Bilonog,15/16,Russia,11127,Ural 
"Jan 1, 2015",-,Ukraine,37825,Shakhtar 3 ,204348,-,Dmytro Bilonog,14/15,Ukraine,8963,Shakhtar II 
"Jul 1, 2013",-,Ukraine,14300,Shakhtar Donetsk U19 ,204348,-,Dmytro Bilonog,13/14,Ukraine,37825,Shakhtar 3 
"Jul 1, 2012",-,Ukraine,31606,Shakhtar Donetsk U17 ,204348,-,Dmytro Bilonog,12/13,Ukraine,14300,Shakhtar Donetsk U19 
"Jan 18, 2016",?,Russia,1124,Fakel Voronezh ,212260,200 Th. €,Dmitri Korobov,15/16,Russia,11127,Ural 
"Jul 8, 2014",Free transfer,Russia,17436,Sibir 2 ,212260,-,Dmitri Korobov,14/15,Russia,1124,Fakel Voronezh 
"Jul 16, 2013",Free transfer,Russia,20350,Ak. Y. Konoplev ,212260,-,Dmitri Korobov,13/14,Russia,17436,Sibir 2 
"Jul 2, 2014",150 Th. €,Ukraine,2783,Metalurg D. ,213035,150 Th. €,Amadou Moutari,14/15,Russia,2700,Anzhi 
"Jan 8, 2014",Free transfer,France,9802,FC Le Mans B ,213035,150 Th. €,Amadou Moutari,13/14,Ukraine,2783,Metalurg D. 
"Jul 1, 2012",50 Th. €,Niger,38824,Akokana ,213035,150 Th. €,Amadou Moutari,12/13,France,9802,FC Le Mans B 
"Jul 1, 2011",-,Niger,12604,Own Youth ,213035,-,Amadou Moutari,11/12,,38824,Akokana 
